Unnamed: 0,reviews,ratings,days,options,buyer_categorys,유통기한,포장,맛 만족도,Okt_tokens,KNU_Score,KNU_label
191,뭔가 애매해요ㅠ 좀 더 감칠맛이 있었음 좋겠는데 새콤한 맛이 너무 강해요..,4,2024.01.22.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['뭔가', '애매해요', 'ㅠ', '좀', '더', '감칠맛', '이', '있었음', '좋겠는데', '새', '콤', '한', '맛', '이', '너무', '강해요', '..']",-1,부정
192,맛있어요. 짜지도 않고 넘 시지도 않네요. 제입맛에 딱이에요. 다먹고 재구매 할 의사 200% 입니다.,5,2024.01.22.,구매자거주인원 4인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어요', '.', '짜지도', '않고', '넘', '시지', '도', '않네요', '.', '제', '입맛', '에', '딱이에요', '.', '다', '먹고', '재구매', '할', '의사', '200%', '입니다', '.']",0,중립
193,양념이 조금더 진했으면 좋겠어요  꼬들꼬들하니 맛이 있어요  무장아찌도 그렇고 간이 약한듯합니다,5,2024.01.22.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['양념', '이', '조금', '더', '진했으면', '좋겠어요', '꼬들꼬들하니', '맛', '이', '있어요', '무', '장아찌', '도', '그렇고', '간이', '약한듯', '합니다']",0,중립
194,야간 달긴해도 아삭아삭 식감에 따뜻한 고기한점에 싸먹으면 진짜 맛있습니다.,5,2024.01.22.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['야간', '달긴', '해도', '아삭아삭', '식감', '에', '따뜻한', '고기', '한', '점', '에', '싸', '먹으면', '진짜', '맛있습니다', '.']",2,긍정
195,오랫만에 다시 주문해서인지 더 깔끔하고 개운한 맛 그대로입니다ㆍ택배 기사분과 문의전화에 응해주신 분 모두 친절히 대응해주셔서 감사드립니다~,4,2024.01.21.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['오랫', '만', '에', '다시', '주문', '해서인지', '더', '깔끔하고', '개운한', '맛', '그대로', '입니다', 'ㆍ', '택배', '기사', '분과', '문', '의전', '화', '에', '응', '해주신', '분', '모두', '친절히', '대응', '해주셔서', '감사', '드립니다', '~']",0,중립
196,"빠른배송 감사합니다 
파란궁채나물 무침은 먹어봤는데
장아치는 첨 먹어봤네요
오독오독  씹히는식감 간도 딱 맞고 
맛이 아주좋아요
맛나게 잘 먹을게요
감사합니다",5,2024.01.20.,구매자거주인원 3인유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인,꽤 남았어요,꼼꼼해요,맛있어요,"['빠른', '배송', '감사합니다', '파란', '궁채', '나물', '무침은', '먹어', '봤는데', '\n', '장', '아치', '는', '첨', '먹어', '봤네요', '\n', '오독오독', '씹히는', '식감', '간도', '딱', '맞고', '맛', '이', '아주', '좋아요', '\n', '맛', '나게', '잘', '먹을게요', '\n', '감사합니다']",0,중립
197,시감좋고 맛있네요 굿입니다,5,2024.01.20.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['시', '감', '좋고', '맛있네요', '굿', '입니다']",2,긍정
198,맛도 좋고 간도 딱 좋고 한통 사서 먹어보고 설에 가족들 모이면 반찬으로 놓으려고 3통 더 구매 있습니다~^^,5,2024.01.20.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['맛', '도', '좋고', '간도', '딱', '좋고', '한', '통', '사서', '먹어', '보고', '설', '에', '가족', '들', '모이', '면', '반찬', '으로', '놓으려고', '3', '통', '더', '구매', '있습니다', '~^^']",4,긍정
199,아삭아삭 아주 맛나요~~,5,2024.01.20.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['아삭아삭', '아주', '맛', '나', '요', '~~']",0,중립
200,배송이 너무 빨라서 놀랐어요 상품도 마음에 듭니다 많이파세요,5,2024.01.20.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['배송', '이', '너무', '빨', '라서', '놀랐어요', '상품', '도', '마음', '에', '듭니', '다', '많이', '파세요']",0,중립
201,맛있어요!! 앞으로 여기서만 구매할께요!!,5,2024.01.19.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어요', '!!', '앞', '으로', '여기', '서', '만', '구매', '할께요', '!!']",0,중립
202,장아찌를 몇번 먹고 늘 생각했던건데 이 양념이 그대로 버려지는것이 너무 아까워서  이번에 주문한것 다 먹고 남은 양념에  청양고추랑 마늘 슬라이스 해서 넣어 먹어봤는데 와........ 이건 양념자체가 미쳤어요 너무 맛있습니다,5,2024.01.19.,구매자거주인원 2인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인싱글,아주 넉넉해요,꼼꼼해요,맛있어요,"['장아찌', '를', '몇번', '먹고', '늘', '생각', '했던건데', '이', '양념', '이', '그대로', '버려지는것이', '너무', '아까워서', '이번', '에', '주', '문', '한', '것', '다', '먹고', '남은', '양념', '에', '청양고추', '랑', '마늘', '슬', '라이스', '해서', '넣어', '먹어', '봤는데', '와', '........', '이건', '양념', '자체', '가', '미쳤어요', '너무', '맛있습니다']",-1,부정
203,재구매 너무너무 있습니다.,5,2024.01.19.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['재구매', '너무', '너무', '있습니다', '.']",0,중립
204,정말 맛있어요~잘 먹겠습니다,5,2024.01.19.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['정말', '맛있어요', '~', '잘', '먹겠습니다']",1,긍정
205,궁채 장아찌 오도똑 맛있어요,4,2024.01.18.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['궁채', '장아찌', '오도', '똑', '맛있어요']",-2,부정
206,"아삭아삭 맛있어요
삼겹살과 함께... 맛 좋아요
소고기하고도 맛 있어요",5,2024.01.18.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['아삭아삭', '맛있어요', '\n', '삼겹살', '과', '함께', '...', '맛', '좋아요', '\n', '소고기', '하고도', '맛', '있어요']",1,긍정
207,"배송 꼼꼼하고 씰링도 뜯기쉽기 잘되어있어요!!
새콤달콤 아주 맛있습니다!!!",5,2024.01.18.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['배송', '꼼꼼하고', '씰링', '도', '뜯기', '쉽기', '잘', '되어있어요', '!!', '\n', '새', '콤달콤', '아주', '맛있습니다', '!!!']",2,긍정
208,맛있어서 다음에 또 구매할게요,5,2024.01.18.,유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요,,아주 넉넉해요,적당해요,맛있어요,"['맛있어서', '다음', '에', '또', '구매', '할게요']",0,중립
209,잘 받았습니다. 맛있게 먹겠습니다. 많이 많이 판매하세요.,5,2024.01.17.,구매자거주인원 2인신혼/부부유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,아주 넉넉해요,꼼꼼해요,맛있어요,"['잘', '받았습니다', '.', '맛있게', '먹겠습니다', '.', '많이', '많이', '판매', '하세요', '.']",3,긍정
210,맛있습니다 짜지 않아요,5,2024.01.17.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['맛있습니다', '짜지', '않아요']",0,중립
211,재구매인데 변함없이 맛있네요^^,5,2024.01.17.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['재', '구매', '인데', '변함', '없이', '맛있네요', '^^']",1,긍정
212,여러번 사먹는 중인데 진짜 고기 먹고 먹으면 그렇게 개운할 수가 없어요..3통 샀는데 금방 먹네요..,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['여러', '번', '사먹는', '중', '인데', '진짜', '고기', '먹고', '먹으면', '그렇게', '개운할', '수가', '없어요', '..', '3', '통', '샀는데', '금방', '먹네요', '..']",0,중립
213,"궁채 장아찌 맛있어서 2통 샀어요
맛있게 잘 먹을께요",5,2024.01.16.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['궁채', '장아찌', '맛있어서', '2', '통', '샀어요', '\n', '맛있게', '잘', '먹을께요']",3,긍정
214,너무 맛잇고 식감도 좋아서 매번 재주문하고있습니다,5,2024.01.16.,구매자거주인원 4인영유아 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인영유아 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['너무', '맛', '잇고', '식', '감도', '좋아서', '매번', '재', '주문', '하고', '있습니다']",2,긍정
215,단양구경시장 유리네 수제 궁채장아찌 절임,4,2024.01.16.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['단', '양', '구', '경', '시장', '유리', '네', '수제', '궁채', '장아찌', '절임']",0,중립
216,"짜지 않고 딱이예요
고기에 곁들이면 너무 좋아여",5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['짜지', '않고', '딱이예요', '\n', '고기', '에', '곁들이면', '너무', '좋아여']",0,중립
217,우연히 먹었는데 엄마가 너무 좋아하셔서 또 주문해드렸어요 ㅎㅎㅎ,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['우연히', '먹었는데', '엄마', '가', '너무', '좋아하셔서', '또', '주문', '해드렸어요', 'ㅎㅎㅎ']",0,중립
218,너무 맛있어서 재구매합니다,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['너무', '맛있어서', '재구매', '합니다']",0,중립
219,너무 맛있어서 재구매합니다,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['너무', '맛있어서', '재구매', '합니다']",0,중립
220,빙초산이 아닌 식초로 만든 제품이라 좋아요,4,2024.01.15.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['빙초산', '이', '아닌', '식초', '로', '만든', '제품', '이라', '좋아요']",0,중립
221,고기 먹을 때 먹으려고 구매했어요,5,2024.01.14.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['고기', '먹을', '때', '먹으려고', '구매', '했어요']",0,중립
222,"맛도좋고 깔끔한포장도 좋은데
양이 생각보다적어요
물량이많구요",3,2024.01.14.,구매자거주인원 3인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요,"['맛', '도', '좋고', '깔끔한', '포장', '도', '좋은데', '\n', '양', '이', '생각', '보다', '적어요', '\n', '물량', '이', '많구요']",4,긍정
223,"문득 고기집에서 먹던 궁채장아찌가 먹고싶어서 검색을 통해 구입하게 됐어요
진짜 다른 중국산양념이랑은 다르네요
많이 달지 않고 새콤한 것이 밥반찬으로 딱이에요 주먹밥이랑 먹었더니 소화도 잘되는 것 같아요 ㅎㅎ",5,2024.01.13.,구매자거주인원 2인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인싱글,아주 넉넉해요,꼼꼼해요,맛있어요,"['문득', '고', '기', '집', '에서', '먹던', '궁채', '장아찌', '가', '먹고싶어서', '검색', '을', '통해', '구입', '하게', '됐어요', '\n', '진짜', '다른', '중국산', '양념', '이랑은', '다르네요', '\n', '많이', '달', '지', '않고', '새', '콤', '한', '것', '이', '밥', '반찬', '으로', '딱이에요', '주먹밥', '이랑', '먹었더니', '소화도', '잘', '되는', '것', '같아요', 'ㅎㅎ']",2,긍정
224,짜지않아 좋고 아삭하고 맛있어요,5,2024.01.13.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['짜지', '않아', '좋고', '아', '삭', '하고', '맛있어요']",2,긍정
225,짜지않고 새콤달콤 맛나요,5,2024.01.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['짜지', '않고', '새', '콤달콤', '맛', '나', '요']",0,중립
226,맛있네요    고기에 딱이에요,5,2024.01.12.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있네요', '고기', '에', '딱이에요']",0,중립
227,"아삭한 식감 좋구요,, 다만 간장만이 넘 많이 나요 그래도 맛있어요",4,2024.01.12.,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요,,평범해요,꽤 남았어요,꼼꼼해요,"['아', '삭', '한', '식감', '좋구요', ',,', '다만', '간장', '만이', '넘', '많이', '나요', '그래도', '맛있어요']",0,중립
228,"넘 맛있어서 재주문해서 먹어요~
진짜진짜 짱입니다!",5,2024.01.12.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['넘', '맛있어서', '재주', '문해', '서', '먹어요', '~', '\n', '진짜진짜', '짱', '입니다', '!']",1,긍정
229,배송 잘 받았습니다 ^^,4,2024.01.12.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['배송', '잘', '받았습니다', '^^']",2,긍정
230,포장 꼼꼼하고 맛있어요,5,2024.01.11.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['포장', '꼼꼼하고', '맛있어요']",1,긍정
